标题	年份	类型	国家	时长	评分	人数	概括	链接
旅行到宇宙边缘 Journey to the Edge of the Universe	2008	纪录片	美国	90	9.2	8032	　　这是一部最新、目前为止电视上最好看的宇宙科普纪录片！影片从离我们最近的月球开始，一路引导我们探索太阳系到银河系以至人类所认知的宇宙的“边缘”。细致呈现太阳系八大行星的神奇地貌，奇幻的气象变化，3D制作效果极致真实，带领你逐步走出太阳系，饱览整个宇宙的神奇景象，科幻和天文爱好者绝对不能错过的好片！！　　如果我們能夠前往宇宙的邊緣，我們會看見什麼? 是什麼力量凝聚了宇宙，現在有什麼力量導致宇宙的最終毀滅? 國家地理頻道新推出四個特別節目，將帶領觀眾進行跨越宇宙的史詩之旅，詳細觀察恆星如何誕生、宇宙的終極命運、其他行星上的生命、以及最神祕也最駭人的現象：黑洞。這一系列特別節目利用精心設計的電腦合成影像，有效地說明地球之外的環境。宇宙會被徹底撕碎到只剩下最小的基本粒子嗎？或者全部的恆星將逐漸熄滅，只剩下冰冷而且無生命的宇宙？　　宇宙之旅JOURNEY TO TH...	http://movie.douban.com/subject/3595323/	
从毛泽东到莫扎特 From Mao to Mozart: Isaac Stern in China	1981	纪录片/音乐	美国	84	8.8	3557	　　艾萨克·斯特恩是世界著名的小提琴大师。在文革结束的1979年，斯特恩作为西方第一位来华演出的小提琴大师，在北京演奏了莫扎特的《G大调第三小提琴协奏曲》。他的此次中国之行被美国最负盛名的音乐家传记片、艺术纪录片导演艾伦·米勒拍摄成新闻纪录电影《从毛泽东到莫扎特》。　　此电影获1981年奥斯卡最佳纪录片奖。	http://movie.douban.com/subject/1307593/	
摇滚七纪 7 Ages of Rock	2007	纪录片/音乐	英国	-9999	9.0	1095	　　1. The Birth Of Rock (Blues-based Rock 1963-70)　　Jimi Hendrix,The Rolling Stones,Cream ,The Who,Bob Dylan,The Beatles　　2. White Light White Heat (Art Rock 1966-80)　　Pink Floyd,The Velvet Underground,David Bowie　　3. Blank Generation (Punk 1973-80)　　The Sex Pistols,The Clash,Ramones,Television,Patti Smith,The Damned,Buzzcocks　　4. Never Say Die (Heavy Metal 1970-91)　　Black Sabbath,Deep P...	http://movie.douban.com/subject/2381020/	
新星 第一季 Nova Season 1	1974	纪录片/传记	美国	-9999	9.2	82	　　每天新闻前时段的PBS经典科普节目，探索人类文明方方面面。　　sonychen 强烈推荐　　-------------------------------------------　　One of the best PBS series,A weekly documentary series, each episode providing an in-depth look at a different subject of scientific research. Subjects examined by this show have included the cutting edge of theoretical physics, a return to the Chernobyl nuclear reactor, the long-term effect...	http://movie.douban.com/subject/2129969/	
摄影艺术百年史 The Genius of Photography	2007	纪录片	英国	-9999	9.2	1102	　　摄影术诞生170年来，它使我们愉悦，为我们服务，令我们感动，偶尔也会让我们失望，但是它通过揭示世界表象背后的神秘的陌生让我们兴奋。那就是摄影真正的魅力。　　跟随BBC Four的六集系列片《摄影演义》，我们一起领略什么使得那些摄影作品如此特殊，让我们无法忘记。	http://movie.douban.com/subject/4154964/	
国际空间站 Space Station 3D	2002	纪录片	加拿大 / 美国	47	8.4	519	　　《国际空间站》是由美国IMAX公司拍摄3D纪录片，它再现各国宇航员在外太空航行的宇宙空间站上的日常生活。影片展示的完全不同与地球上的生活状态，令观众闻所未闻，充满着有趣的细节。影片由IMAX巨幅银幕还原的影像，逼真的视觉效果可以令观众忘记现实，仿佛也身处美妙的失重世界之中。	http://movie.douban.com/subject/1419880/	
哭泣的骆驼 Die Geschichte vom weinenden Kamel	2003	剧情/纪录片/家庭	德国	87	8.5	2674	　　外蒙古，一望无际的戈壁滩，辽阔深远。牧民们保持着最原始的生活习惯，逐水草而居，对上天充满着敬畏。生活虽然清贫，他们却自足、快乐，尽情享受着大自然的恩惠，与宇宙洪荒融为一体。　　某户人家饲养的的母骆驼产下一头罕见的白色幼崽，母亲拒绝为孩子哺乳。在风沙强劲、气候恶劣的戈壁滩上，幼崽的生命受大极大威胁。为了让母骆驼接受孩子，这户人家决定采用蒙古古老的方法——音乐仪式来感化母骆驼……　　本片荣获2004年巴伐利亚奖最佳纪录片奖、2004年布宜诺斯艾利斯国际独立电影节最佳外语片奖和SIGNIS 奖、2005年美国导演公会大奖DGA（杰出导演成就）奖、2004年香	http://movie.douban.com/subject/1329957/	
穿越时间的声音 Voci Nel Tempo	1996	纪录片	意大利	86	8.8	483	　　这是意大利实验纪录片大师皮亚维奥利Franco Piavoli的“生命三部曲”电影系列的第二部，记录了人丛呱呱坠地到耄耋之年的影像片段，展现了一幅幅童年、青年、壮年的成长画面。唏嘘的岁月被形如流水美如明月的一景一物衬托着，渲染着，既热情奔放，又含羞收敛，首尾摄影的交相辉映，把对人的一生要经历的甜酸苦辣之感统统挥洒在镜头当中，真实地表达了导演对自己对人生的看法。千言万语道不尽，请君亲身投入到镜头里，才能找到那最动人的共鸣。　　　　透过电影，我们看到了人生各种时期的种种情绪复杂地交织在一起，快乐的同时又是安详的，孤单的同时又是开朗的，忧伤的同时又是乐观的。人生的历程被美妙地压缩在镜头中，最让我印象深刻的，是那开头的一段小孩一手一脚地爬上教堂的楼梯，到最后迟暮老人搀扶着石柱蹒跚地爬上教堂的阶梯，一个开始，一个终结，完全点睛了。随着那首让人熟悉的《卡农》音乐缓缓...	http://movie.douban.com/subject/2266176/	
我们的留学生活—在日本的日子	1999	纪录片	日本/中国大陆	-9999	9.3	6591	　　20世纪90年代，不同世代的中国人在改革开放的春风沐浴下，怀着对未来的美好憧憬走出国门。他们跨海东渡，来至岛国日本。异国他乡，言语不通，他们深藏心中的种种苦楚与对故乡的思念，一步一步脚踏实地朝着梦想迈进。这些人中，有的百折不挠，艰苦求学；有奔波学校、住处和打工地之间，电车成了暂且休息的小小温床；有的为了女儿的未来外出八年，承受着常人难以想象的生活重压；有的则以黑户身份逡巡在东京的阴暗角落，依靠中国人的“聪明才智”在这座繁华大都市搜寻生机；有的则小小年纪背起书包进入日本人的小学，展开她小小留学生的旅程。芸芸众生相，凝聚成不可磨灭的留学回忆……　　本片由演员出身的张丽玲主持拍摄，张现任日本大富电视台社长。	http://movie.douban.com/subject/2299372/	
十日谈 十日談	2008	纪录片	香港	116	8.9	954	　　HOCC CHARITY FUND 何韵诗慈善基金出品　　华莲战队制作　　何韵诗麦婉欣2008纪录片《十日谈》　　一部关于疯狂的纪录片　　一个个城市中被遗忘了的小故事　　hocc与麦欣欣透过他们走到社会中的暗角　　一个个社会里面努力生存著的英雄，　　寻找我们的美空云雀。	http://movie.douban.com/subject/3660834/	
科特·柯本：关于一个孩子 Kurt Cobain About a Son	2006	纪录片/音乐	美国	96	8.4	1776	　　由美国导演AJ Schnack根据著名音乐记者Michael Azerrad在1993年创作的传记《做你自己：涅槃的故事》为基础的纪录片《科特·柯本：关于一个孩子》，用诗意隽永的笔触勾勒出了一个被全世界至今谈论，却始终没有多少人真正了解的孤独的艺术家形象。　　影片根据《做你自己：涅槃的故事》时所留下的采访科特·柯本的珍贵录音磁带为基础进行创作，以科本第一人称的角度回顾了他短暂、充满传奇色彩的一生：从童年到青春期，再到进行音乐探索的日子，以及成名后不得不面对的公众和媒体制造的巨大压力。影片中的多段对话，在此前从未被公开发表过。穿梭在这些与时间、音乐以及生活对话的片段中，仿佛柯本从未真正离开过。	http://movie.douban.com/subject/1870062/	
	-9999			-9999	-9999	-9999		http://www.douban.com/location/drama/3711772/	
靖大爷和他的老主顾们	2002	纪录片	中国大陆	54	9.1	1631	　　敬大爷（靖奎 饰）是一位87岁高龄的耄耋老人，他是一位从旧社会走来的老剃头匠。这位家住北京什刹海景山西街附近的老人耳不聋，眼不花，解放前在地安门开理发馆，接待过不计其数的主顾。解放后随着时代的发展，花样繁多的发廊相继兴起，而像敬大爷这样凭着传统手艺吃饭的却越来越少，古老的剃头匠们已被时尚人类抛弃在穷街陋巷之中。敬大爷每天穿梭各个胡同之间，登门为那些相识几十年的老主顾理发刮脸。这群老人中有的健谈、有的沉默、有的达观、有的已是弥留……20多年时间里，400多位孤独、无名的老人离开。而敬大爷则怀着一颗平实达观的心，以仪式般的郑重送走每一个相伴多年的老主顾……　　本片荣获2002年中国电视纪录片学术奖、长片类大奖、长片类编导奖和录音奖。	http://movie.douban.com/subject/3040026/	
阿尔卑斯：自然的巨人 The Alps	2007	纪录片/冒险	美国	45	8.7	862	　　《阿尔卑斯：自然的巨人》是2005年9月IMAX电影公司跟随美国登山家John Harlin，记录其从北壁登顶艾格峰的影片。40年前，他的父亲约翰·哈林二世1966年在攀登艾格峰北壁垂直路线时因绳索断裂而遇难，拍摄这部影片也算是对其父亲的纪念了。	http://movie.douban.com/subject/3054025/	
人生七年7 49 Up	2005	纪录片	英国	180	8.8	1816	　　本部纪录片是导演迈克尔·艾普特从1964年开始拍摄的纪录片系列的第七部。迈克尔·艾普特在1964年为英国BBC电视台拍摄了记录片《7 Up》，采访来自英国不同阶层的十四个七岁的小孩子，他们有的来自孤儿院，有的是上层社会的小孩。此后每隔七年，艾普特都会重新采访当年的这些孩子，倾听他们的梦想，畅谈他们的生活。四十九岁知天命，看尽岁月流逝，看穿沧海桑年。本片综合了被访者七岁、十四岁、二十一岁、二十八岁、三十五岁以及四十二岁多年的访问精华。　　本季《人生七年》荣获2006年英国电影学院奖和金卫星奖提名。	http://movie.douban.com/subject/1847588/	
一封关于父亲的信 Dear Zachary: A Letter to a Son About His Father	2008	剧情/纪录片/犯罪	美国	95	8.8	570	　　一个电影制片作记录片在缅怀自己被杀的好友时却发现那个杀死他的女人原来怀着被杀好友的孩子。　　导演库尔特极为强大的纪录片，初衷是为缅怀被杀的朋友安德鲁巴格比，他在2001年被疯狂的前女友谋杀了。然而，当库尔特飞越大半个地球去采访杀死巴格比的女凶手的朋友和家人时，发现那个女凶手雪莉特纳，早已逃到纽芬兰逃脱逮捕。由于加拿大法律背后的干预保护，她仍是自由人;在此期间，她透露她怀了安德鲁的孩子。大卫和凯瑟琳（安德鲁巴格比的父母）知道这个女人得为他们儿子的死负全责之后，他们也去了纽芬兰，以便更接近自己的亲孙子。然而这让事情变得更糟。	http://movie.douban.com/subject/3233751/	
最后的猎人 Le dernier trappeur	2004	纪录片/冒险	法国 / 加拿大 / 瑞士 / 德国 / 意大利	94	8.9	3575	　　Norman Winther是这世上最后仅存、对庄严的洛磯山脉拥有深刻理解并尊敬自然的猎人之一。他与印地安人那哈尼族的妻子涅芭斯卡，以及一群忠实的哈士奇猎犬，生活在一个以季节变化为节奏的世界：在冬天的雪地里驰骋、跨越汹涌的河水、遭受大灰熊与狼群的攻击，都是猎人寻常生活的一部份。诺曼在这个有时大风雪盖过说话声的冰雪世界，培养出他独特的生活态度。这部电影是对这个景观壮丽、辽阔原始的高海拔国度的礼讚。	http://movie.douban.com/subject/1464303/	
