标题	年份	类型	国家	时长	评分	人数	概括	链接
桥 Мост	1969	动作/战争	南斯拉夫	105	8.8	9016	　　1944年，德军投入重兵守卫南斯拉夫境内的一座大桥，党卫军上校霍夫曼博士处心积虑防止南游击队的攻击。同一时间，游击队少校“老虎”（Velimir 'Bata' Zivojinovic 饰）接到上级命令：为阻止德军汇合，必须在七天之内找到建桥工程师将桥炸毁。老虎与老战友——爆破专家扎瓦多尼（Boris Dvornik 饰）以及他的助手班比诺、沉默寡言的战士狄希、曾参与建桥的游击队员曼纳，组成了一支行动小队。老虎从盖世太保手中救出工程师，在接近大桥的过程中与德国护卫军队发生激战，有游击队员与联络员牺牲了，但也有新的力量补充进来。在破解了德军的间谍渗入之后，游击队员们终于将大桥炸毁。	http://movie.douban.com/subject/1305697/	
邮差 Il postino	1994	剧情/喜剧/爱情/传记	意大利 / 法国 / 比利时	108	8.7	8906	　　马里奥（马西莫•特罗西 Massimo Troisi 饰）是一个渔民的儿子，他并不喜欢大海，却当上了邮递员，专门负责小岛上信件的发送。　　小岛上住着智利诗人聂鲁达（菲利浦•诺瓦雷 Philippe Noiret 饰）和他的妻子。聂鲁达被流放至此地，他擅长写诗，才华横溢。马里奥每天都收发很多聂鲁达的信件。在频繁的接触中，马里奥越发崇拜这个诗人，他热衷于跟聂鲁达讨论诗，学习诗。当爱上岛上的美丽姑娘后，马里奥经常跟聂鲁达倾诉心事，并最终用诗打动了姑娘的芳心，二人结成伉俪。　　直到聂鲁达离开小岛，马里奥仍然坚持着对诗的热爱。他继续写诗，正打算在工人集会上读诗，却遭致了意想不到的灾难。	http://movie.douban.com/subject/1298468/	
西部往事 C&#39;era una volta il West	1968	剧情/犯罪/西部	意大利 / 美国	175	8.6	12954	　　意大利西部片宗师瑟吉欧·莱昂的传世经典之作，继与克林伊斯威特合作「镖客三系列」之后，瑟吉欧·莱昂这部近三个小时的长篇钜作，被称之为影史上最伟大的西部片。　　故事叙述一名神秘客（查理士布朗逊）来到小镇上，被卷入一名寡妇（克劳蒂雅卡迪奈尔）与铁路大亨的土地抢夺战，此片最有趣的角色，是由一向形象正义的亨利方达，难得在此片中扮演一名冷面的残酷杀手，从头到尾几乎没有表情，只有嘴角偶尔小有动作，让人不寒而栗... 当年影片在美国上映时，曾因为片长过长而被片商修剪，导致故事架构含混不清，语焉不详。	http://movie.douban.com/subject/1293394/	
天堂的颜色 رنگ از بهشت	1999	剧情/家庭	伊朗	90	8.7	7225	　　八岁的墨曼（Mohsen Ramezani）是盲人学校里最用功的孩子，视障也没能妨碍他对美妙的自然万物的独特感受力，他时常虔诚地用双手去找寻心中的真主安拉。然而，命运却喜欢同他开玩笑，母亲离去多年后，父亲（Hossein Mahjoub） 为了再娶，决定甩掉他这个拖油瓶。　　父亲先把墨曼从盲人学校接回家，在家乡，墨曼从奶奶（Salameh Feyzi）与两个妹妹那里，得到真挚的爱，感受到了秀美风景里所藏的快乐，快乐总是暂时的，他接着就被父亲连拖带拽送到了一个盲人木匠处当学徒……	http://movie.douban.com/subject/1304406/	
秋刀鱼之味 秋刀魚の味	1962	剧情/家庭	日本	113	8.7	10471	　　妻子去世多年，寡言的山平（笠智众）已习惯被待嫁的女儿道子（岩下志麻）贴心照料的生活。道子表面看来也乐意将老父亲照料，从没流露嫁人的渴望。　　山平老年乐事是与中学时代的几个老友饮酒叙谈，席间友人每谈及道子的婚事、表示要同她介绍对象，山平总会含糊其辞地拒绝，但怕面对什么，他也并不能想清。不过每次饮酒他都会适可而止，以避免酒醉给道子带来太多麻烦。　　这日中学同窗聚会，山平得知老师当年漂亮的女儿为将他照顾至今未嫁，后送醉酒的老师归家，见漂亮人儿今已衰老憔悴，他心里一惊，想到道子。其后，他示意道子考虑婚姻大事，道子却理解为父亲在赶她出门悲伤不已，他好言相劝她方含泪点头。道子答应一刻，他又心生无限酸楚。	http://movie.douban.com/subject/1294433/	
南海十三郎	1997	剧情/爱情/传记	香港	110	8.9	6895	　　开片是说书人因聚众滋事，被警察（黄霑 饰）带到了警局问话，借说书人之口讲述了粤剧金牌编剧——南海十三郎艺海浮沉的一生。作为粤剧名家江太史公的十三子，江誉镠（谢君豪 饰）自由顽皮，出入名流场所。一次偶然的舞会，他遇到了上海的千金小姐莉莉（吴绮莉 饰），然而双方有缘相逢，无份结亲。后来，他跟随她来到上海，竟落得穷困潦倒。　　2年后，回到了广东的家中，他已被学校除名。当时太史公已经年事已高，他便天天去看戏，从不受戏班老板薛老五赏识，到后来成为御用编剧一鸣惊人，人送绰号——南海十三郎。然而，时局动荡，他到了江西写剧本慰劳前线战士，因看不过同行媚俗之作，愤然出手，不欢而散。这时一次车祸，让他与昔日恋人重逢，可惜她已嫁给老外。十三郎郁郁寡欢，后来入寺修行，却在一次代人祈福的对话中，得知了自己家道中落的败局，他疯了……	http://movie.douban.com/subject/1303913/	
史崔特先生的故事 The Straight Story	1999	剧情/传记/冒险	法国 / 英国 / 美国	112	8.6	8136	　　阿尔文史崔特先生（理查德·法恩斯沃斯 Richard Farnsworth 饰）已经七十多岁了，他不仅个性孤僻古怪，视力状况也每况愈下。史崔特先生和女儿罗斯（茜茜·斯派塞克 Sissy Spacek 饰）相依为命，父女两人的日子虽然过得清贫，但也不失宁静和乐趣。　　哥哥莱尔（哈利·戴恩·斯坦通 Harry Dean Stanton 饰）病重的消息打破了史崔特先生家中的平静气氛。虽然由于曾经的矛盾，兄弟两人已经将近十年没有见过面了，但如今史崔特先生已然步入了老年，经历过生命力的种种变幻和无常，史崔特先生决定，是时修补一下兄弟之间的裂痕了。就这样，史崔特先生驾驶着自己的割草机上路了，目的地是300英里之外的威斯康辛州。	http://movie.douban.com/subject/1298506/	
虎豹小霸王 Butch Cassidy and the Sundance Kid	1969	剧情/犯罪/西部/冒险	美国	110	8.7	6594	　　19世纪末，威名四震的“虎豹小霸王”布奇（保罗·纽曼 Paul Newman 饰）与搭档太阳舞小子（罗伯特·雷德福 Robert Redford 饰）在美国西部的一个小镇上四处抢劫银行，与对手凶残搏杀，与警察机智周旋。一次，两人抢劫“飞人”公司邮车，引来警长与当地居民的追捕。但他俩依旧我行我素，抢占强占了女教师埃塔（凯瑟琳·罗斯 Katharine Ross 饰），逍遥自在地过着快乐时光。当他们再次抢劫“飞人”邮车后，招来一队骑警，对他们紧追不舍，展开天罗地网的搜捕，迫使布奇和太阳舞小子展开了逃亡之路。从悬崖跳下逃命的两人找到埃塔，商议去玻利维亚谋生。在异国他乡，他们尝试金盆洗手走上正道，终究还是认为这种生活不适合他们，于是重操旧业。埃塔一气之下，抛下他们重回美国。他们在一座小镇不慎暴露身份，被追捕的警察重重包围。前有拦截，后有追兵，虎豹小霸王是否能...	http://movie.douban.com/subject/1297602/	
艾美的世界 Amy	1997	剧情/音乐	澳大利亚	104	8.7	4560	　　小女孩艾美和母亲搬到一座新城市生活，但是陌生的环境没有能令她开口，依旧沉默安静地活在自己的世界里。然而一天，男邻居发现艾美可以用歌声与人交流，这是个十分惊喜的发现。为了走进艾美的世界，大家都开始大声地唱歌，然而艾美始终心病难除。直到一天明白艾美把父亲的死怪罪于自己。原来艾美的父亲是一个摇滚歌手，几年前在一次滂沱大雨的露天演出上，艾美上台送花，父亲被电死，艾美一直活在自责的世界里。大家明白了这个原因之后十分痛心，因为这并非是事实的真相。	http://movie.douban.com/subject/1295025/	
甜蜜的生活 La Dolce Vita	1960	剧情	意大利 / 法国	174	8.7	6151	　　马切罗（马塞洛•马斯楚安尼 Marcello Mastroianni 饰）是某杂志的专栏记者，他曾试图成为一名作家但是事与愿违，只得终日为明星绯闻奔忙。马切罗经常出席一些社会名流的交际酒会，于是他暗自和摄影师勾搭，设计拍摄明星隐私然后公诸于众。马切罗有一个女友元玛，在送她回家的途中，搭乘了一位妓院老鸨，后者对他讲述了很多风月场中的轶事，这让他对名利场更加厌恶。在基督教的某个仪式上，一位从美国来的名模总是对着媒体搔首弄姿，后来马切罗的批评家朋友斯泰纳一针见血指出了她的虚伪之处，这让他逐渐认清了上流社会的腐朽，并开始重新审视自己的生活。他发现自己并不热衷奢华的生活，而且对于那个自以为是的元玛也并不满意，并进行了我行我素的反抗……　　本片获第13 届戛纳电影节金棕榈奖。	http://movie.douban.com/subject/1293271/	
悲惨世界 Les misérables	1958	剧情	法国 / East Germany / 意大利		8.7	3988	　　十九世纪的巴黎，贫困的冉•阿让（Jean Gabin）因为偷一块面包被判处十九年的苦役。出狱后，走投无路的他被好心的主教（René Fleur）收留过夜，可是他却偷走了主教的银器。警察将他抓获，准备再次将他投入监狱，临危之际，主教的谎言将他拯救，他也得到感化，化名开始了洗心革面的生活。　　十年过去，冉•阿让通过努力成为成功的商人并当上市长，得知妓女芳汀的悲惨遭遇后，他担负起照顾其私生女儿柯赛特的责任。他没想到的是，多年后会重遇以前缉拿过他的警长沙威（Bernard Blier），对方不信他已改邪归正，一心要找他的麻烦，只因证据不足迟迟没能得手，然而，他的好运没能持续到八年之后。	http://movie.douban.com/subject/1420080/	
蝴蝶效应 The Butterfly Effect	2004	剧情/科幻/悬疑/惊悚	美国 / 加拿大	113	8.6	273387	　　伊万（艾什顿·库奇 Ashton Kutcher 饰）曾经有一个糟糕的童年，因为他行为闯下了大祸，令他童年充满不堪回忆的往事。而事实上，他确实只是依稀记得一点可怕的情景，这些情景一直纠缠着他的正常生活。伊万接受心理学家建议，把琐碎生活记在记事本里，却偶然发现通过记事本回到过去。　　这时他才清楚记起，童年时候的自己做了那么多的错事。他幻想着用现在的意识，潜入童年的身体，去弥补种种过失给人们带来的伤害，尤其是希望与当年暗恋的凯西最终走回一起。然而他一次次的跨越时空的更改，只能越来越招致现实世界的不可救药。一切就像蝴蝶效应般，牵一发而动全身。	http://movie.douban.com/subject/1292343/	
沉默的羔羊 The Silence of the Lambs	1991	惊悚/犯罪	美国	118	8.7	244448	　　见习特工克拉丽斯（茱迪•福斯特 Jodie Foster 饰）所在的城市发生了一系列专剥女性皮的命案。克拉丽斯奉命前去访问被收监的精神有问题的精神病学家汉尼拔博士（安东尼•霍普金斯 Anthony Hopkins 饰），以获取罪犯犯罪心理资料。汉尼拔要求克拉丽斯说出个人经历供他分析以换取他的协助。克拉丽斯的思维完全不是博士的对手，临阵败走了。　　又一名女子被杀，一人被绑架。今次被绑架的是参议员的女儿，克拉丽斯只得再次找到汉尼拔，汉尼拔给了克拉丽斯一些提示，他们的提示被汉尼拔的医生听见，医生立功心切，对汉尼拔实行严刑逼供，但汉尼拔什么也没透露。　　克拉丽斯在汉尼拔的提示下，一步步向凶手逼近。	http://movie.douban.com/subject/1293544/	
重庆森林 重慶森林	1994	剧情/喜剧/爱情/悬疑	香港	98	8.6	210084	　　编号为223的警察（金城武）失恋后患上失恋综合症，在与金发女杀手（林青霞）擦肩而过又离奇相遇并有了一晚温情后，原本以为包括“爱情”在内的所有东西都有保质期的他意外地迎来心灵的短暂温暖。可是，他们的爱情还是结束了。　　快餐店新来的女招待阿菲（王菲）爱上了时常光顾快餐店的编号为633的警察（梁朝伟），因拆了他的女友（周嘉玲）留在快餐店给他的“分手” 信，阿菲知晓了他的心情，偷拿到他的钥匙趁他不在时常潜入他家，一边梦游一边悄悄地改变他的生活，终在被他撞见时令其感受到情感的回归。然而，这才是他们爱情的开始。	http://movie.douban.com/subject/1291999/	
